,Company,Origin,REF,ReviewDate,CocoaPercent,CompanyLocation,Rating,BeanType,BroadBeanOrigin
827,Hotel Chocolat,"Marcial, single Cote, 2012",1030.0,2013,70.0,U.K.,4.0,Trinitario,St. Lucia
828,Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113.0,2013,100.0,U.K.,1.75,Trinitario,St. Lucia
829,Hotel Chocolat (Coppeneur),Trinidad,1038.0,2013,75.0,U.K.,3.0,Trinitario,Trinidad
830,Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038.0,2013,80.0,U.K.,3.5,Trinitario,Vietnam
831,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065.0,2013,90.0,U.K.,3.0,Forastero (Nacional),Ecuador
832,Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065.0,2013,72.0,U.K.,3.0,Trinitario,Madagascar
833,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065.0,2013,82.0,U.K.,3.5,Forastero (Nacional),Ecuador
834,Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109.0,2013,100.0,U.K.,2.75, ,Peru
835,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113.0,2013,100.0,U.K.,2.5,Forastero (Nacional),Ecuador
836,Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113.0,2013,100.0,U.K.,2.75, ,Dominican Republic
837,Hotel Chocolat (Coppeneur),Sambirano,809.0,2012,66.0,U.K.,3.5,"Trinitario, Criollo",Madagascar
838,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623.0,2011,80.0,U.K.,3.0,Forastero (Nacional),Ecuador
839,Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623.0,2011,65.0,U.K.,3.0,Trinitario,St. Lucia
840,Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623.0,2011,65.0,U.K.,3.25,Trinitario,St. Lucia
841,Hotel Chocolat (Coppeneur),Ecuador,552.0,2010,70.0,U.K.,2.75, ,Ecuador
842,Hotel Chocolat (Coppeneur),Santo Domingo,552.0,2010,70.0,U.K.,3.0, ,Dominican Republic
843,Hotel Chocolat (Coppeneur),Chuao,600.0,2010,70.0,U.K.,2.75,Trinitario,Venezuela
844,Hotel Chocolat (Coppeneur),St. Lucia,245.0,2008,72.0,U.K.,3.0, ,St. Lucia
845,Hotel Chocolat (Coppeneur),Uganda,296.0,2008,80.0,U.K.,2.5,Forastero,Uganda
846,Hotel Chocolat (Coppeneur),Tanzania,296.0,2008,75.0,U.K.,2.75, ,Tanzania
847,Hotel Chocolat (Coppeneur),Uba Budo,300.0,2008,72.0,U.K.,3.0,Forastero,Sao Tome
848,Hummingbird,Lam Dong,1542.0,2015,70.0,Canada,3.5,Trinitario,Vietnam
849,Hummingbird,Bolivia,1307.0,2014,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia
850,Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311.0,2014,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia
851,Hummingbird,Momotombo,1311.0,2014,70.0,Canada,3.0,Trinitario,Nicaragua
852,Hummingbird,Hispaniola,1311.0,2014,70.0,Canada,3.75,Trinitario,Dominican Republic
853,Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387.0,2014,70.0,Canada,3.5, ,Dominican Republic
854,Hummingbird,"Ocumare, Cumboto",1097.0,2013,70.0,Canada,3.25,"Trinitario, Criollo",Venezuela
855,Hummingbird,Amazonas,1097.0,2013,70.0,Canada,3.75,Forastero,Venezuela
856,Idilio (Felchlin),"Chuao, Venezuela",1085.0,2013,72.0,Switzerland,3.75,Trinitario,Venezuela
857,Idilio (Felchlin),Coopertiva Amazona,725.0,2011,72.0,Switzerland,3.75,Criollo,Venezuela
858,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725.0,2011,72.0,Switzerland,3.75, ,Venezuela
859,Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729.0,2011,72.0,Switzerland,3.25,Criollo,Venezuela
860,Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733.0,2011,72.0,Switzerland,3.75,Criollo,Venezuela
861,Idilio (Felchlin),"Porcelana, Zulia",733.0,2011,74.0,Switzerland,4.0,Criollo,Venezuela
862,Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737.0,2011,72.0,Switzerland,3.5,Criollo,Venezuela
863,Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737.0,2011,70.0,Switzerland,4.0,Trinitario,Venezuela
864,Idilio (Felchlin),Coopertiva Amazona w/ nibs,737.0,2011,72.0,Switzerland,4.0,Criollo,Venezuela
865,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737.0,2011,72.0,Switzerland,4.0, ,Venezuela
866,Indah,India (south),1788.0,2016,61.0,India,2.5, ,India
867,Indaphoria,La Red,821.0,2012,70.0,U.S.A.,3.25, ,Dominican Republic
868,Indaphoria,"Conacado, Manifesto",907.0,2012,70.0,U.S.A.,2.75, ,Dominican Republic
869,Indi,Honduras,1255.0,2014,77.0,U.S.A.,3.0, ,Honduras
870,iQ Chocolate,"Satipo region, white label",943.0,2012,72.0,Scotland,2.75,Criollo,Peru
871,iQ Chocolate,black label,943.0,2012,72.0,Scotland,3.0, ,Peru
872,Isidro,Madagascar,1275.0,2014,72.0,U.S.A.,3.5,Trinitario,Madagascar
873,Isidro,Peru,1279.0,2014,72.0,U.S.A.,2.25, ,Peru
874,Isidro,Belize,1279.0,2014,72.0,U.S.A.,3.25,Trinitario,Belize
875,Isidro,Dominican Republic,1279.0,2014,72.0,U.S.A.,3.25, ,Dominican Republic
876,Izard,"Maya Mountain, Toledo, Batch 29",1542.0,2015,70.0,U.S.A.,3.5,Trinitario,Belize
877,Izard,"Elvesia P., Batch 32",1546.0,2015,70.0,U.S.A.,2.75, ,Dominican Republic
878,Jacque Torres,Trinatario Treasure,5.0,2006,71.0,U.S.A.,2.0,Trinitario,Ghana
879,Jordis,Madagascar,1534.0,2015,63.0,Czech Republic,2.75,Trinitario,Madagascar
880,Just Good Chocolate,Belize,1375.0,2014,70.0,U.S.A.,3.5,Trinitario,Belize
881,Just Good Chocolate,Madagascar,1375.0,2014,70.0,U.S.A.,3.5,Trinitario,Madagascar
882,Just Good Chocolate,Peru,1375.0,2014,70.0,U.S.A.,4.0, ,Peru
883,Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061.0,2013,70.0,Domincan Republic,3.5, ,Dominican Republic
884,Kah Kow,"Rizek Cacao, Domin. Rep.",1069.0,2013,82.0,Domincan Republic,3.0, ,Dominican Republic
885,Kah Kow,"Rizek Cacao, Domin. Rep.",1069.0,2013,55.0,Domincan Republic,3.25, ,Dominican Republic
886,Kah Kow,"Rizek Cacao, Domin. Rep.",1073.0,2013,62.0,Domincan Republic,3.25, ,Dominican Republic
887,Kakao,Peru,837.0,2012,64.0,Germany,2.5, ,Peru
888,Kakao,Vanuatu,387.0,2009,65.0,Germany,3.75,Trinitario,Vanuatu
889,Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241.0,2008,70.0,Ecuador,3.0, ,Ecuador
890,Kallari (Ecuatoriana),Sisa's Secret/ original micro,241.0,2008,70.0,Ecuador,3.5, ,Ecuador
891,Kallari (Ecuatoriana),Roberto,245.0,2008,75.0,Ecuador,2.75, ,Ecuador
892,Kallari (Ecuatoriana),Diego/ original micro,248.0,2008,85.0,Ecuador,2.5, ,Ecuador
893,Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248.0,2008,85.0,Ecuador,2.75, ,Ecuador
894,Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248.0,2008,85.0,Ecuador,3.0, ,Ecuador
895,Kallari (Ecuatoriana),Cacao Nacional W.F.,263.0,2008,75.0,Ecuador,2.5, ,Ecuador
896,Kallari (Ecuatoriana),Cacao Nacional W.F.,269.0,2008,85.0,Ecuador,3.0, ,Ecuador
897,Kaoka (Cemoi),Noir,404.0,2009,70.0,France,2.75, , 
898,Kaoka (Cemoi),Ecuador,423.0,2009,80.0,France,2.75, ,Ecuador
899,Kerchner,"La Red, Project Reserva, Guaconejo",1133.0,2013,70.0,U.S.A.,3.75, ,Dominican Republic
900,Ki' Xocolatl,Dark,431.0,2009,72.0,Mexico,2.0, ,Mexico
901,Kiskadee,"La Red, Guanconjeco",1251.0,2014,60.0,U.S.A.,3.0,Trinitario,Dominican Republic
902,Kto,San Martin,1422.0,2014,72.0,U.S.A.,2.5, ,Peru
903,Kto,Ocumare,1422.0,2014,72.0,U.S.A.,2.75, ,Venezuela
904,Kto,Belize,1422.0,2014,72.0,U.S.A.,3.0,Trinitario,Belize
905,Kto,Sambirano Valley,1422.0,2014,72.0,U.S.A.,3.25,Trinitario,Madagascar
906,Kto,Belize,1426.0,2014,90.0,U.S.A.,3.25,Trinitario,Belize
907,Kto,Elvesia,1426.0,2014,72.0,U.S.A.,3.25, ,Dominican Republic
908,Kto,ROIG,1426.0,2014,72.0,U.S.A.,3.25, ,Dominican Republic
909,K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840.0,2016,70.0,U.S.A.,3.25, ,Haiti
910,K'ul,"Maranon, Fortunato No. 4",1852.0,2016,70.0,U.S.A.,2.75,Forastero (Nacional),Peru
911,K'ul,"Los Rios, Hacienda Limon, Heirloom",1852.0,2016,70.0,U.S.A.,3.75, ,Ecuador
912,K'ul,"Bahia, Fazenda Camboa",1852.0,2016,70.0,U.S.A.,3.75,Forastero,Brazil
913,Kyya,Uganda,1359.0,2014,72.5,U.S.A.,2.5,Forastero,Uganda
914,Kyya,Hispaniola,1359.0,2014,72.5,U.S.A.,3.0, ,Dominican Republic
915,Kyya,Ecuador,1363.0,2014,72.5,U.S.A.,2.5, ,Ecuador
916,Kyya,Madagascar,1363.0,2014,72.5,U.S.A.,3.0,Trinitario,Madagascar
917,L.A. Burdick (Felchlin),Peru,891.0,2012,74.0,U.S.A.,3.25, ,Peru
918,L.A. Burdick (Felchlin),Brazil,891.0,2012,70.0,U.S.A.,4.0, ,Brazil
919,L.A. Burdick (Felchlin),Chuao,927.0,2012,68.0,U.S.A.,3.75,Trinitario,Venezuela
920,L.A. Burdick (Felchlin),Quito,682.0,2011,74.0,U.S.A.,3.75, ,Ecuador
921,L.A. Burdick (Felchlin),Grenada,576.0,2010,75.0,U.S.A.,3.25,Trinitario,Grenada
922,L.A. Burdick (Felchlin),Dominican Republic,576.0,2010,74.0,U.S.A.,3.75, ,Dominican Republic
923,L.A. Burdick (Felchlin),Venzuela,597.0,2010,71.0,U.S.A.,3.0, ,Venezuela
924,L.A. Burdick (Felchlin),Madagascar,431.0,2009,64.0,U.S.A.,3.5,Trinitario,Madagascar
925,L.A. Burdick (Felchlin),Bolivian,451.0,2009,68.0,U.S.A.,3.0, ,Bolivia
926,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892.0,2016,70.0,Japan,2.25,"Trinitario, Criollo",Peru
927,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892.0,2016,70.0,Japan,2.5,"Trinitario, Criollo",Peru
928,La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892.0,2016,70.0,Japan,3.0,Criollo,Peru
929,La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892.0,2016,70.0,Japan,3.0,"Trinitario, Criollo",Belize
930,La Maison du Chocolat (Valrhona),"Cuana, 2013",1121.0,2013,74.0,France,2.75, ,"Africa, Carribean, C. Am."
931,La Maison du Chocolat (Valrhona),Tobago,1145.0,2013,60.0,France,3.25, ,Tobago
932,La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189.0,2013,56.0,France,3.25, ,Ecuador
933,La Maison du Chocolat (Valrhona),Loma Sotavento,891.0,2012,66.0,France,3.5, ,Dominican Republic
934,La Maison du Chocolat (Valrhona),Grenada,741.0,2011,68.0,France,3.5,Trinitario,Grenada
935,La Maison du Chocolat (Valrhona),Akosombo,346.0,2009,68.0,France,3.25,Forastero,Ghana
936,La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346.0,2009,69.0,France,3.5,Criollo (Porcelana),Venezuela
937,La Maison du Chocolat (Valrhona),Kuruba,439.0,2009,60.0,France,3.0, , 
938,La Maison du Chocolat (Valrhona),Orinoco,445.0,2009,60.0,France,3.75, , 
939,La Maison du Chocolat (Valrhona),"Cuana, 2008",230.0,2008,74.0,France,3.5,Blend,"Ven., Indonesia, Ecuad."
940,La Oroquidea,Peruvian Amazon,721.0,2011,72.0,Peru,2.5, ,Peru
941,La Pepa de Oro,Vinces,713.0,2011,60.0,Ecuador,3.25, ,Ecuador
942,Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590.0,2015,75.0,France,2.75,Trinitario,Madagascar
943,Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590.0,2015,75.0,France,2.75,Trinitario,Vietnam
944,Laia aka Chat-Noir,"Cuba, Batch 59/100",1590.0,2015,75.0,France,3.0, ,Cuba
945,Laia aka Chat-Noir,"Peru, Batch 51/100",1590.0,2015,75.0,France,3.25, ,Peru
946,Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594.0,2015,75.0,France,3.0, ,Ivory Coast
947,Laia aka Chat-Noir,"Sao Tome, Batch 151",1638.0,2015,75.0,France,3.5,Forastero,Sao Tome
948,Laia aka Chat-Noir,"Bahia, Batch 148",1642.0,2015,75.0,France,3.25, ,Brazil
949,Laia aka Chat-Noir,"Lam Dong, Batch 153",1642.0,2015,75.0,France,3.75,Trinitario,Vietnam
950,Laia aka Chat-Noir,Cuba,1434.0,2014,70.0,France,2.75, ,Cuba
951,Laia aka Chat-Noir,Trinidad-Tobago,1438.0,2014,68.0,France,2.75, ,Trinidad-Tobago
952,Lajedo do Ouro,Catongo,927.0,2012,70.0,Brazil,3.5,Forastero (Catongo),Brazil
953,Lake Champlain (Callebaut),Tanzania,327.0,2009,75.0,U.S.A.,2.5, ,Tanzania
954,L'Amourette,Rugoso,1784.0,2016,80.0,U.S.A.,3.5,Trinitario,Nicaragua
955,L'Amourette,Carenero Superior,833.0,2012,75.0,U.S.A.,3.0,Trinitario,Venezuela
956,L'Amourette,Rio Caribe,833.0,2012,75.0,U.S.A.,3.0,Trinitario,Venezuela
957,L'Amourette,Blend,853.0,2012,72.0,U.S.A.,3.0,Criollo,"Peru, Ecuador, Venezuela"
958,Letterpress,"La Masica, Batch 7, FHIA",1952.0,2017,70.0,U.S.A.,3.5, ,Honduras
959,Letterpress,"Maya Mtn, Batch 18, Heirloom",1952.0,2017,70.0,U.S.A.,3.25, ,Belize
960,Letterpress,Liberia,1728.0,2016,70.0,U.S.A.,3.25, ,Liberia
961,Letterpress,Beniamo,1562.0,2015,70.0,U.S.A.,3.25, ,Bolivia
962,Letterpress,"San Juan Estate, Gran Couva",1562.0,2015,70.0,U.S.A.,3.5,Trinitario,Trinidad
963,Letterpress,San Andres,1566.0,2015,70.0,U.S.A.,3.0, ,Costa Rica
964,Letterpress,"La Red, Guaconejo",1566.0,2015,70.0,U.S.A.,3.25, ,Domincan Republic
965,Letterpress,Kokoa Kamili,1566.0,2015,70.0,U.S.A.,3.5, ,Tanzania
966,Letterpress,Maranura,1371.0,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru
967,Levy,Sambirano,1231.0,2014,71.0,Finland,3.5,Criollo,Madagascar
968,Lilla,Madagascar,1856.0,2016,70.0,Finland,3.0,Trinitario,Madagascar
969,Lillie Belle,Perfect Illusion,855.0,2012,65.0,U.S.A.,3.5,Criollo,Peru
970,Lillie Belle,"Bolivia, Wild Thing",903.0,2012,68.0,U.S.A.,3.5,Criollo,Bolivia
971,Lillie Belle,La Selva,903.0,2012,68.0,U.S.A.,3.75, ,Peru
972,Lillie Belle,Purple Haze,947.0,2012,75.0,U.S.A.,2.75, ,"Venezuela, Dom. Rep."
973,Lillie Belle,"The Other One, Grand Cru",947.0,2012,74.0,U.S.A.,3.0, ,Dominican Republic
974,Lillie Belle,Wild Thing,947.0,2012,68.0,U.S.A.,3.5,Criollo,Bolivia
975,Lindt & Sprungli,Excellence (US Version),157.0,2007,85.0,Switzerland,3.0, , 
976,Loiza,Puerto Rico,1049.0,2013,65.0,Puerto Rico,2.5, ,Puerto Rico
977,Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383.0,2014,70.0,U.S.A.,3.75, ,Hawaii
978,Lonohana,"Haleiwa E, O'ahu, 2014",1395.0,2014,65.0,U.S.A.,3.25, ,Hawaii
979,Lonohana,"Haleiwa E, O'ahu, 2014",1395.0,2014,75.0,U.S.A.,3.75, ,Hawaii
980,Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093.0,2013,71.0,U.S.A.,3.0, ,Hawaii
981,Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097.0,2013,72.0,U.S.A.,3.0, ,Hawaii
982,Lonohana,"Hawaiian Crown, Kona Vanilla",1097.0,2013,70.0,U.S.A.,3.5, ,Hawaii
983,Love Bar,Nicaragua,1502.0,2015,75.0,U.S.A.,2.0, ,Nicaragua
984,Luker,Selva,552.0,2010,46.0,Colombia,2.75, ,"Colombia, Ecuador"
985,Luker,Macondo,552.0,2010,60.0,Colombia,3.0, ,"Colombia, Ecuador"
986,Luker,Misterio,552.0,2010,58.0,Colombia,3.0, ,"Colombia, Ecuador"
987,Luker,Santander,552.0,2010,65.0,Colombia,3.5, ,Colombia
988,Machu Picchu Trading Co.,Peru,721.0,2011,70.0,Peru,1.5, ,Peru
989,Machu Picchu Trading Co.,Peru,552.0,2010,55.0,Peru,2.25, ,Peru
990,Madecasse (Cinagra),Madagascar,284.0,2008,67.0,Madagascar,3.5,Trinitario,Madagascar
991,Madecasse (Cinagra),Madagascar,284.0,2008,70.0,Madagascar,3.75,Trinitario,Madagascar
992,Madecasse (Cinagra),Madagascar,284.0,2008,63.0,Madagascar,4.0,Trinitario,Madagascar
993,Madecasse (Cinagra),Madagascar,288.0,2008,75.0,Madagascar,3.5,Trinitario,Madagascar
994,Madre,Guadalcanal,1940.0,2017,73.0,U.S.A.,3.5, ,Solomon Islands
995,Madre,Puerto Rico,1085.0,2013,70.0,U.S.A.,2.75, ,Puerto Rico
996,Madre,Brazil,1085.0,2013,70.0,U.S.A.,3.5, ,Brazil
997,Madre,"Choobua, Kona",1089.0,2013,70.0,U.S.A.,2.75, ,Hawaii
998,Madre,"Xocunusco, Chiapas, Pichucalco",1089.0,2013,70.0,U.S.A.,2.75, ,Mexico
999,Madre,"Hamakua Coast, Kokoleka",991.0,2012,70.0,U.S.A.,3.25, ,Hawaii
1000,Madre,"Criollo, Hawaii",995.0,2012,70.0,U.S.A.,3.25,Criollo,Hawaii
1001,Madre,Kaua'i,995.0,2012,70.0,U.S.A.,3.5, ,Hawaii
1002,Madre,Dominican,672.0,2011,70.0,U.S.A.,2.5, ,Dominican Republic
1003,Madre,Upala,693.0,2011,70.0,U.S.A.,2.75, ,Costa Rica
1004,Madre,"Chiapas, Triple Cacao",607.0,2010,72.0,U.S.A.,2.75, ,Mexico
1005,Maglio,Africa,300.0,2008,75.0,Italy,2.0, ,Tanzania
1006,Maglio,Ecuador,308.0,2008,70.0,Italy,3.0,Forastero (Nacional),Ecuador
1007,Maglio,Cuba,308.0,2008,70.0,Italy,3.25,Criollo,Cuba
1008,Maglio,Santo Domingo,308.0,2008,70.0,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic
1009,Majani,Ecuador,531.0,2010,70.0,Italy,2.0, ,Ecuador
1010,Malagasy (Chocolaterie Robert),Sambirano 2006,184.0,2007,75.0,Madagascar,2.75,Trinitario,Madagascar
1011,Malagasy (Chocolaterie Robert),Mora Mora 2006,184.0,2007,73.0,Madagascar,3.5,Trinitario,Madagascar
1012,Malagos,"Davao, Mt. Talamo foothills",1121.0,2013,65.0,Philippines,3.5,Trinitario,Philippines
1013,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502.0,2010,55.0,U.S.A.,3.5, ,Hawaii
1014,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311.0,2009,55.0,U.S.A.,2.75,Blend,Hawaii
1015,Malmo,Chuao,1856.0,2016,70.0,Sweden,3.0, ,Venezuela
1016,Mana,Ecuador,1446.0,2015,74.0,U.S.A.,2.5, ,Ecuador
1017,Mana,Peru,1219.0,2014,74.0,U.S.A.,2.5, ,Peru
1018,Mana,Venezuela,1219.0,2014,74.0,U.S.A.,2.75, ,Venezuela
1019,Mana,Conacado,821.0,2012,74.0,U.S.A.,3.75, ,Dominican Republic
1020,Manifesto Cacao,Colombia,1331.0,2014,70.0,Colombia,2.75, ,Colombia
1021,Manoa,Markham Valley,1522.0,2015,72.0,U.S.A.,3.5, ,Papua New Guinea
1022,Manoa,Coto Brus,1522.0,2015,72.0,U.S.A.,3.75, ,Costa Rica
1023,Manoa,"Waiahole, O'ahu",1089.0,2013,72.0,U.S.A.,3.75, ,Hawaii
1024,Manoa,"Liberia, #174",1003.0,2012,72.0,U.S.A.,3.25, ,Liberia
1025,Manoa,"Hamakua, Hawaiian Crown, #176",1007.0,2012,72.0,U.S.A.,2.75, ,Hawaii
1026,Manoa,Piura,1007.0,2012,72.0,U.S.A.,3.0, ,Peru
1027,Manoa,"Oahu, Winward, #151, Maunawili district",1007.0,2012,72.0,U.S.A.,3.25, ,Hawaii
1028,Manufaktura Czekolady,Johe,1844.0,2016,70.0,Poland,3.75, ,Nicaragua
1029,Manufaktura Czekolady,Peru,1848.0,2016,70.0,Poland,3.5, ,Peru
1030,Manufaktura Czekolady,Porcelana,1255.0,2014,70.0,Poland,3.75,Criollo,Venezuela
1031,Manufaktura Czekolady,Kolumbia,1279.0,2014,85.0,Poland,3.5, ,Colombia
1032,Manufaktura Czekolady,Grand Cru Dominican Republic,871.0,2012,70.0,Poland,3.25, ,Dominican Republic
1033,Manufaktura Czekolady,Grand Cru Ghana,871.0,2012,70.0,Poland,3.5,Forastero,Ghana
1034,Manufaktura Czekolady,Grand Cru Ecuador,875.0,2012,70.0,Poland,3.25, ,Ecuador
1035,Map Chocolate,"Ben Tre, Surprise Valley",1896.0,2016,75.0,U.S.A.,3.25,Trinitario,Vietnam
1036,Map Chocolate,"ROIG, 2014",1474.0,2015,70.0,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
1037,Map Chocolate,"Maranon, 2014",1474.0,2015,62.0,U.S.A.,3.5,Forastero (Nacional),Peru
1038,Map Chocolate,Ecuador,1478.0,2015,70.0,U.S.A.,3.5,Trinitario,Ecuador
1039,Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606.0,2015,70.0,U.S.A.,2.75,Trinitario,Trinidad
1040,Map Chocolate,"A case of the Xerces Blues, triple roast",1606.0,2015,70.0,U.S.A.,3.5, ,Nicaragua
1041,Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606.0,2015,68.0,U.S.A.,3.5,Criollo,Peru
1042,Map Chocolate,Colombia,1610.0,2015,75.0,U.S.A.,2.75, ,Colombia
1043,Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610.0,2015,72.0,U.S.A.,3.0, ,Tanzania
1044,Map Chocolate,Le Chocolat Chaud,1634.0,2015,78.0,U.S.A.,3.5, ,Honduras
1045,Marana,Piura,1872.0,2016,70.0,Peru,3.0, ,Peru
1046,Marana,Cusco,1884.0,2016,70.0,Peru,2.75, ,Peru
1047,Marana,San Martin,1884.0,2016,70.0,Peru,3.0, ,Peru
1048,Marigold's Finest,Cacao Nib Crunch,1808.0,2016,75.0,Canada,3.25, , 
1049,Marou,"Tan Phu Dong Island, Heart of Darkness",1650.0,2015,85.0,Vietnam,3.25,Trinitario,Vietnam
1050,Marou,Ben Tre,1650.0,2015,68.0,Vietnam,3.5,Trinitario,Vietnam
1051,Marou,"Dak Lak, Batch 2451",1650.0,2015,70.0,Vietnam,3.75,Trinitario,Vietnam
1052,Marou,"Tan Phu Dong, Treasure Island",1149.0,2013,75.0,Vietnam,3.5,Trinitario,Vietnam
1053,Marou,Ba Ria,845.0,2012,76.0,Vietnam,3.5,Trinitario,Vietnam
1054,Marou,Dong Nai,845.0,2012,72.0,Vietnam,3.5,Trinitario,Vietnam
1055,Marou,"Tien Giang, Gao Co-op",845.0,2012,70.0,Vietnam,3.5,Trinitario,Vietnam
1056,Marou,Ben Tre,849.0,2012,78.0,Vietnam,3.5,Trinitario,Vietnam
1057,Marou,Tien Giang,895.0,2012,80.0,Vietnam,3.0,Trinitario,Vietnam
1058,Marou,Lam Dong,955.0,2012,74.0,Vietnam,3.5,Trinitario,Vietnam
1059,Mars,"Matina 1-6, prototype",537.0,2010,65.0,U.S.A.,3.0, ,Costa Rica
1060,Mars,Ivory Coast,544.0,2010,65.0,U.S.A.,3.0, ,Ivory Coast
1061,Mars,Nigeria,544.0,2010,65.0,U.S.A.,3.25, ,Nigeria
1062,Mars,"Ghana, prototype",544.0,2010,65.0,U.S.A.,3.5,Forastero,Ghana
1063,Marsatta,Dominican Republic,1189.0,2013,74.0,U.S.A.,2.25, ,Dominican Republic
1064,Marsatta,Dominican Republic,1189.0,2013,89.0,U.S.A.,2.5, ,Dominican Republic
1065,Martin Mayer,Alto Beni,1836.0,2016,76.0,Austria,2.75, ,Bolivia
1066,Martin Mayer,Pisa,1836.0,2016,82.0,Austria,3.0, ,Haiti
1067,Martin Mayer,Tumaco,1836.0,2016,74.0,Austria,3.25, ,Colombia
1068,Mast Brothers,Guatemala,1450.0,2015,76.0,U.S.A.,3.0, ,Guatemala
1069,Mast Brothers,Tanzania,1450.0,2015,74.0,U.S.A.,3.25, ,Tanzania
1070,Mast Brothers,French Laundry 20th Anniversary,1359.0,2014,75.0,U.S.A.,3.75,Blend,"Peru, Belize"
1071,Mast Brothers,Shake Shack,959.0,2012,73.0,U.S.A.,3.5,Blend,"Peru, Mad., Dom. Rep."
1072,Mast Brothers,Madagascar,999.0,2012,72.0,U.S.A.,2.5,Trinitario,
1073,Mast Brothers,Chuao,999.0,2012,73.0,U.S.A.,2.75,Trinitario,Venezuela
1074,Mast Brothers,Brooklyn Blend,672.0,2011,72.0,U.S.A.,3.5, , 
1075,Mast Brothers,"Chuao, Med. Roast",701.0,2011,76.0,U.S.A.,3.0,Trinitario,Venezuela
1076,Mast Brothers,"Chuao, Dark Roast",709.0,2011,70.0,U.S.A.,3.0,Trinitario,Venezuela
1077,Mast Brothers,"Chuao, Light Roast",713.0,2011,81.0,U.S.A.,2.75,Trinitario,Venezuela
1078,Mast Brothers,Moho River,773.0,2011,70.0,U.S.A.,3.5,Trinitario,Belize
1079,Mast Brothers,Papua New Guinea,777.0,2011,71.0,U.S.A.,2.75, ,Papua New Guinea
1080,Mast Brothers,San Martin,777.0,2011,75.0,U.S.A.,3.0, ,Peru
1081,Mast Brothers,Conacado,777.0,2011,73.0,U.S.A.,3.25, ,Dominican Republic
1082,Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777.0,2011,74.0,U.S.A.,3.75, ,Dominican Republic
1083,Mast Brothers,Patanemo,572.0,2010,81.0,U.S.A.,2.75,Criollo,Venezuela
1084,Mast Brothers,Ocumare de la Costa,572.0,2010,75.0,U.S.A.,3.0, ,Venezuela
1085,Mast Brothers,"Dominican Republic, Coop",572.0,2010,70.0,U.S.A.,3.25, ,Dominican Republic
1086,Matale,"Malekula P., 2013",1177.0,2013,72.0,Australia,3.5,Trinitario,Vanuatu
1087,Matale,"Somia, 2013",1177.0,2013,68.0,Australia,4.0,Trinitario,Madagascar
